episode,episode_reward,episode_time,success
186,775.2761581651891,326,0
187,473.25429984705306,359,0
188,1443.2549286585772,168,0
189,1149.9389298356393,204,0
190,500.8815902330327,313,0
191,558.8921684199079,423,0
192,969.3210510599168,252,0
193,905.2383819165185,232,0
194,546.7667258682733,245,0
195,369.57312073835135,270,0
196,484.79785261400485,376,0
197,1292.649360358254,171,0
198,1208.420202558394,204,0
199,1281.5829545435195,187,0
200,1613.5743160682198,452,0
201,799.2945672350639,346,0
202,959.551188137755,308,0
203,611.965834044805,308,0
204,947.1514542869027,226,0
205,1377.3882185448153,180,0
206,957.042471132272,244,0
207,895.6315906270045,285,0
208,1193.7579437166944,237,0
209,686.9263838691567,320,0
210,817.3301333437556,288,0
211,1239.3579839470483,227,0
212,643.0819918699272,390,0
213,2736.211545152894,673,0
214,770.9052768892781,431,0
215,665.4889098389758,341,0
216,1306.077930646807,184,0
217,2962.9395462386424,856,0
218,1273.9187378233178,189,0
219,968.0431296594799,334,0
220,751.6215110843174,227,0
221,479.2245181250318,393,0
222,1279.7466876536548,213,0
223,901.1825727418633,220,0
224,852.5380546213213,246,0
225,603.0355808375684,277,0
226,1330.7349173108978,192,0
227,778.1160340749989,352,0
228,955.1600021220061,463,0
229,832.531505362954,330,0
230,1202.0069017676622,214,0
231,566.967382180797,263,0
232,713.0808650479964,335,0
233,783.5035023261789,286,0
234,793.637978478877,679,0
235,1132.6975005365327,254,0
236,1441.500670973272,173,0
237,673.1155203603237,245,0
238,1228.4785720901682,190,0
239,1411.1904554409678,442,0
240,1325.364848193725,278,0
241,903.3468151158123,280,0
242,1262.27101592514,244,0
243,1082.9772136298948,428,0
244,805.1446802249917,261,0
245,1285.5986006248388,214,0
246,1045.2920883772047,194,0
247,757.3590568676306,374,0
248,661.3235347765451,290,0
249,884.960605205393,180,0
250,1001.1328481235757,360,0
251,1387.4763140540385,412,0
252,1004.8077090249956,296,0
253,1064.5163176316323,209,0
254,1107.2241230605675,214,0
255,1301.902717576325,178,0
256,791.57423828477,350,0
257,1154.4514815931586,271,0
258,1554.2542528584283,491,0
259,955.6417007452686,214,0
260,1357.4787793273638,175,0
261,2227.0601015310726,465,0
262,1153.9254292786363,236,0
263,1024.0125309523714,206,0
264,923.309320397289,223,0
265,2293.281422783372,750,0
266,1106.0702407470076,263,0
267,1054.8030851447768,190,0
268,2404.38424454355,682,0
269,1154.3381058241318,245,0
270,999.9879578440722,240,0
271,1207.9784706185721,186,0
272,1391.7428118580879,492,0
273,766.3273006133493,288,0
274,945.4368064635094,260,0
275,1041.5133161500153,391,0
276,910.4319703162757,256,0
277,973.7668182578412,285,0
278,151.2168600702785,452,0
279,736.5796073929154,345,0
280,1512.7102395098545,179,0
281,842.2562656185397,264,0
282,1043.7761472989262,193,0
283,2112.9707201153637,496,0
284,979.9201647681057,214,0
285,2193.226404100036,848,0
286,1316.78118061949,166,0
287,1240.077829765067,184,0
288,2143.4966697699333,601,0
289,775.0148067687459,480,0
290,1154.2112892398718,439,0
291,997.720590834652,252,0
292,1454.5679378674336,169,0
293,1991.2834953332988,913,0
294,1605.9448036311665,167,0
295,1260.0328446385568,458,0
296,1445.785294142222,709,0
297,1009.3083019072956,275,0
298,1039.8690678105315,223,0
299,930.9175619743917,286,0
300,1145.9775133637932,200,0
301,776.087562984408,380,0
302,930.0712565986656,430,0
303,1003.9853472607491,228,0
304,1244.4562347138053,202,0
305,1029.6459148796043,329,0
306,779.8731417407741,281,0
307,1064.4729270981738,214,0
308,879.8752294929179,389,0
309,408.8464544187149,342,0
310,1150.2643759344226,200,0
311,1850.4601836358288,867,0
312,1241.7895361576323,171,0
313,1185.0064885150248,423,0
314,1068.5674409763978,251,0
315,651.0326001983422,352,0
316,862.1558193122295,275,0
317,1365.466096351396,176,0
318,1145.9703703556215,454,0
319,996.6431371214491,240,0
320,840.0692377288257,275,0
321,1207.509099668972,251,0
322,831.1974737954712,353,0
323,782.1900500552005,331,0
324,949.9249956198825,229,0
325,949.6463984074469,248,0
326,1152.4291663327558,190,0
327,910.9395595580804,309,0
328,1080.9834020962062,272,0
329,881.1539744613846,332,0
330,706.3061209513925,400,0
331,1295.9323850126802,198,0
332,796.7723407163047,293,0
333,1861.4114608358968,150,0
334,1102.51168002369,186,0
335,1005.5168315033334,225,0
336,713.7383312346974,270,0
337,678.714198367425,327,0
338,1540.8973564208225,173,0
339,668.7946369780898,351,0
340,1312.2303445632008,180,0
341,1117.8801543086765,172,0
342,945.2414372963331,479,0
343,1148.318541963489,188,0
344,1094.607465545575,225,0
345,1171.1131689268534,193,0
346,1044.8801728749295,306,0
347,1054.852218197528,216,0
348,968.4993037744241,251,0
349,992.0999716293976,465,0
350,1408.4483107478197,675,0
351,610.5084504802074,453,0
352,839.4759497075688,322,0
353,1465.513277207369,172,0
354,1045.8128637643729,226,0
355,921.1963383906364,253,0
356,975.558412145336,192,0
357,801.6276567667826,357,0
358,881.2677037282565,410,0
359,1073.4688483357318,206,0
360,494.1404307300001,293,0
361,1003.70706962861,219,0
362,1236.2054304357644,474,0
363,1781.6001552364967,490,0
364,1069.4298530312979,340,0
365,518.3666333752174,419,0
366,1076.0142506957952,259,0
367,1491.0106571436975,175,0
368,1418.704267494796,171,0
369,1496.6431918011162,475,0
370,1133.173617126009,305,0
371,920.648498129696,208,0
372,1371.035316253197,176,0
373,670.9074755125595,388,0
374,865.1050355137791,201,0
375,996.3401274911686,368,0
376,1087.7174719033476,876,0
377,1108.4318510872267,189,0
378,2214.0105576209526,501,0
379,758.2875942039087,279,0
380,789.3325134663698,292,0
381,1712.9593476822472,752,0
382,783.3918325551156,330,0
383,941.6884756354549,234,0
384,1125.9854108411066,194,0
385,670.2805834188728,360,0
386,2518.4965080701063,522,0
387,1373.9213118091989,171,0
388,1640.223068575095,443,0
389,1256.5678684907261,186,0
390,1645.3684543830032,473,0
391,850.6532801565775,472,0
392,1008.359335319972,228,0
393,905.8352695694472,253,0
394,944.6157533932144,280,0
395,1631.5625265637918,509,0
396,1061.1006448081869,535,0
397,1198.981294253347,190,0
398,1341.6204421300115,176,0
399,663.6186987534446,402,0
400,583.555324676249,237,0
401,971.9363382062307,262,0
402,731.7251735809565,393,0
403,865.0618182652224,389,0
404,1041.4256625893418,210,0
405,770.5852363810571,376,0
406,1536.4594485735613,173,0
407,1239.8399772522046,221,0
408,1229.656406998436,202,0
409,1184.3333456685887,478,0
410,1365.0949951011992,462,0
411,1462.692654723983,633,0
412,1304.874083165937,195,0
413,1399.2810168337367,184,0
414,918.0055282470527,214,0
415,1335.157457169235,214,0
416,1230.674948697357,187,0
417,823.7799916957918,237,0
418,966.4239859502834,299,0
419,1131.8246583461953,277,0
420,1060.6963867301881,322,0
421,1156.7890531211256,190,0
422,728.2004124799702,283,0
423,1244.256252418201,204,0
424,1181.3789098806512,264,0
425,702.0556028343688,211,0
426,1259.6640813527054,276,0
427,1479.070790667465,744,0
428,747.1117856848066,331,0
429,996.4864220890855,335,0
430,1388.1064688809417,204,0
431,1251.531376642143,213,0
432,789.5331666038436,244,0
433,1318.9073062099083,205,0
434,977.196209481106,227,0
435,889.4290659624246,314,0
436,980.2775842437219,243,0
437,1062.1213883379728,221,0
438,1460.215326641297,471,0
439,922.8220713982302,277,0
440,1532.9629889256835,475,0
441,735.586470742709,241,0
442,646.4532720046418,475,0
443,1024.7375437213343,276,0
444,759.5547483773835,577,0
445,1028.210179104896,225,0
446,873.0395792444685,385,0
447,1058.0500679093643,212,0
448,1163.8626208642431,243,0
449,1651.7162226224775,173,0
450,728.3324560679588,373,0
451,805.0195093206642,342,0
452,1135.28199361677,211,0
453,963.3513552956846,415,0
454,1255.934901716199,181,0
455,1228.9943547647201,244,0
456,797.4187020374598,427,0
457,653.1731650266345,211,0
458,978.9349908375257,248,0
459,1315.4959109229837,497,0
460,1144.9513003281584,282,0
461,1306.43407690045,186,0
462,1653.5391102238332,661,0
463,381.6329347601429,385,0
464,2500.773621544381,588,0
465,1056.2855890815163,478,0
466,2550.4623940954198,512,0
467,1162.7971929182418,640,0
468,744.9834281313373,377,0
469,648.8517763080707,275,0
470,998.3390523048407,238,0
471,601.1958502930122,379,0
472,1099.9071533312124,200,0
473,1136.1524026930651,264,0
474,1396.9918230380654,463,0
475,2216.329892416274,481,0
476,1182.416676892582,292,0
477,1282.1092404692185,216,0
478,1117.3426383891167,234,0
479,1276.011027612673,171,0
480,1450.9375902303036,194,0
481,1322.7009555300356,253,0
482,1276.6342252112688,199,0
483,1240.5272148477238,396,0
484,1233.4854741423783,205,0
485,853.2974813012562,272,0
486,1335.535325415421,253,0
487,1243.9515808274668,196,0
488,954.683222213514,222,0
489,894.5929033412272,409,0
490,1077.5671111028264,203,0
491,792.1115831238644,410,0
492,871.4252932912336,320,0
493,1364.673826618822,477,0
494,1300.3924294178757,177,0
495,1657.9202227548858,391,0
496,805.9605335753301,275,0
497,855.5457533524515,263,0
498,916.4236385293094,316,0
499,605.7153963199024,311,0
